銘柄コード,銘柄名称,商品分類,市場区分,業種,売買単位,東証上場日,東証上場廃止日
36000,フジックス,株式,スタンダード,繊維製品,100,2013-07-16,
36070,クラウディアホールディングス,株式,スタンダード,繊維製品,100,2005-03-31,
36080,ＴＳＩホールディングス,株式,プライム,繊維製品,100,2011-06-01,
36110,マツオカコーポレーション,株式,スタンダード,繊維製品,100,2017-12-13,
36120,ワールド,株式,プライム,繊維製品,100,2018-09-28,
36220,ネットイヤーグループ,株式,スタンダード,情報・通信業,100,2008-03-06,
36230,ビリングシステム,株式,グロース,情報・通信業,100,2008-03-19,
36240,アクセルマーク,株式,グロース,情報・通信業,100,2008-03-18,
36250,テックファームホールディングス,株式,グロース,情報・通信業,100,2013-07-16,
36260,ＴＩＳＩ,株式,プライム,情報・通信業,100,2008-04-01,
36270,テクミラホールディングス,株式,スタンダード,情報・通信業,100,2008-05-23,
36280,データホライゾン,株式,グロース,情報・通信業,100,2008-09-19,
36320,グリーホールディングス,株式,プライム,情報・通信業,100,2008-12-17,
36330,ＧＭＯペパボ,株式,スタンダード,情報・通信業,100,2013-07-16,
36340,ソケッツ,株式,スタンダード,情報・通信業,100,2009-04-02,
36350,コーエーテクモホールディングス,株式,プライム,情報・通信業,100,2009-04-01,
36360,三菱総合研究所,株式,プライム,情報・通信業,100,2009-09-14,
36390,ボルテージ,株式,スタンダード,情報・通信業,100,2010-06-11,
36400,電算,株式,スタンダード,情報・通信業,100,2010-06-24,
36410,パピレス,株式,スタンダード,情報・通信業,100,2013-07-16,
36450,メディカルネット,株式,グロース,情報・通信業,100,2010-12-21,
36460,駅探,株式,スタンダード,情報・通信業,100,2011-03-03,
36470,アスリナ,株式,スタンダード,情報・通信業,100,2011-03-01,
36480,ＡＧＳ,株式,スタンダード,情報・通信業,100,2011-03-11,
36490,ファインデックス,株式,プライム,情報・通信業,100,2013-07-16,
36520,ディジタルメディアプロフェッショナル,株式,グロース,情報・通信業,100,2011-06-23,
36530,モルフォ,株式,グロース,情報・通信業,100,2011-07-21,
36550,ブレインパッド,株式,上場廃止,情報・通信業,100,2011-09-22,2026-03-17
36560,ＫＬａｂ,株式,プライム,情報・通信業,100,2011-09-27,
36570,ポールトゥウィンホールディングス,株式,プライム,情報・通信業,100,2011-10-26,
36590,ネクソン,株式,プライム,情報・通信業,100,2011-12-14,
36600,アイスタイル,株式,プライム,情報・通信業,100,2012-03-08,
36610,エムアップホールディングス,株式,プライム,情報・通信業,100,2012-03-14,
36620,エイチームホールディングス,株式,プライム,情報・通信業,100,2012-04-04,
36630,セルシス,株式,プライム,情報・通信業,100,2012-04-02,
36640,ＷＩＺＥ,株式,グロース,情報・通信業,100,2012-06-26,
36650,エニグモ,株式,プライム,情報・通信業,100,2012-07-24,
36670,ｅｎｉｓｈ,株式,スタンダード,情報・通信業,100,2012-12-11,
36680,コロプラ,株式,プライム,情報・通信業,100,2012-12-13,
36700,協立情報通信,株式,スタンダード,情報・通信業,100,2013-07-16,
36710,ソフトマックス,株式,スタンダード,情報・通信業,100,2013-03-12,
36720,オルトプラス,株式,スタンダード,情報・通信業,100,2013-03-14,
36730,ブロードリーフ,株式,プライム,情報・通信業,100,2013-03-22,
36740,オークファン,株式,グロース,情報・通信業,100,2013-04-25,
36750,クロス・マーケティンググループ,株式,スタンダード,情報・通信業,100,2013-06-03,
36760,デジタルハーツホールディングス,株式,プライム,情報・通信業,100,2013-10-01,
36780,メディアドゥ,株式,プライム,情報・通信業,100,2013-11-20,
36790,じげん,株式,プライム,情報・通信業,100,2013-11-22,
36800,ホットリンク,株式,グロース,情報・通信業,100,2013-12-09,
36810,ブイキューブ,株式,上場廃止,情報・通信業,100,2013-12-10,2026-07-01
36820,エンカレッジ・テクノロジ,株式,スタンダード,情報・通信業,100,2013-12-11,
36830,サイバーリンクス,株式,スタンダード,情報・通信業,100,2014-03-06,
36860,ディー・エル・イー,株式,スタンダード,情報・通信業,100,2014-03-26,
36870,フィックスターズ,株式,プライム,情報・通信業,100,2014-04-23,
36880,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,株式,上場廃止,情報・通信業,100,2014-07-02,2025-12-08
36900,イルグルム,株式,スタンダード,情報・通信業,100,2014-09-17,
36910,デジタルプラス,株式,グロース,情報・通信業,100,2014-09-18,
36920,ＦＦＲＩセキュリティ,株式,グロース,情報・通信業,100,2014-09-30,
36940,オプティム,株式,プライム,情報・通信業,100,2014-10-22,
36950,ＧＭＯプロダクトプラットフォーム,株式,グロース,情報・通信業,100,2014-10-21,
36960,セレス,株式,プライム,情報・通信業,100,2014-10-22,
36970,ＳＨＩＦＴ,株式,プライム,情報・通信業,100,2014-11-13,
36980,ＣＲＩ・ミドルウェア,株式,スタンダード,情報・通信業,100,2014-11-27,
37080,特種東海製紙,株式,プライム,パルプ・紙,100,2007-04-02,
37100,ジョルダン,株式,スタンダード,情報・通信業,100,2013-07-16,
37120,情報企画,株式,スタンダード,情報・通信業,100,2003-05-30,
37190,ＡＩストーム,株式,スタンダード,情報・通信業,100,2013-07-16,
37230,日本ファルコム,株式,グロース,情報・通信業,100,2003-12-02,
37260,フォーシーズＨＤ,株式,スタンダード,小売業,100,2003-12-05,
37270,アプリックス,株式,グロース,情報・通信業,100,2003-12-17,
37330,ソフトウェア・サービス,株式,スタンダード,情報・通信業,100,2013-07-16,
37410,セック,株式,プライム,情報・通信業,100,2013-07-16,
37440,サイオス,株式,スタンダード,情報・通信業,100,2004-08-05,
37470,インタートレード,株式,スタンダード,情報・通信業,100,2004-09-16,
37500,ＡＤＲバイオメディカルホールディングス,株式,スタンダード,情報・通信業,100,2004-10-01,
37530,フライトソリューションズ,株式,スタンダード,情報・通信業,100,2004-11-01,
37580,アエリア,株式,スタンダード,情報・通信業,100,2013-07-16,
37600,ケイブ,株式,スタンダード,情報・通信業,100,2013-07-16,
37620,テクマトリックス,株式,プライム,情報・通信業,100,2010-06-04,
37630,プロシップ,株式,プライム,情報・通信業,100,2013-07-16,
37650,ガンホー・オンライン・エンターテイメント,株式,プライム,情報・通信業,100,2013-07-16,
37660,システムズ・デザイン,株式,スタンダード,情報・通信業,100,2013-07-16,
37680,リスクモンスター,株式,スタンダード,情報・通信業,100,2013-07-16,
37690,ＧＭＯペイメントゲートウェイ,株式,プライム,情報・通信業,100,2005-04-04,
37700,ザッパラス,株式,上場廃止,情報・通信業,100,2005-05-27,2025-10-30
37710,システムリサーチ,株式,プライム,情報・通信業,100,2013-07-16,
37720,ウェルス・マネジメント,株式,スタンダード,不動産業,100,2005-06-07,
37730,アドバンスト・メディア,株式,グロース,情報・通信業,100,2005-06-27,
37740,インターネットイニシアティブ,株式,プライム,情報・通信業,100,2005-12-02,
37760,ブロードバンドタワー,株式,スタンダード,情報・通信業,100,2013-07-16,
37770,環境フレンドリーホールディングス,株式,グロース,情報・通信業,100,2013-07-16,
37780,さくらインターネット,株式,プライム,情報・通信業,100,2005-10-12,
37790,ジェイ・エスコムホールディングス,株式,スタンダード,情報・通信業,100,2013-07-16,
37870,テクノマセマティカル,株式,スタンダード,情報・通信業,100,2005-12-14,
37880,ＧＭＯグローバルサイン・ホールディングス,株式,プライム,情報・通信業,100,2005-12-16,
37910,ＩＧポート,株式,スタンダード,情報・通信業,100,2013-07-16,
37930,ドリコム,株式,グロース,情報・通信業,100,2006-02-09,
37960,いい生活,株式,スタンダード,情報・通信業,100,2006-02-16,
37980,ＵＬＳグループ,株式,スタンダード,情報・通信業,100,2013-07-16,
37990,キーウェアソリューションズ,株式,スタンダード,情報・通信業,100,2008-03-03,
38000,ユニリタ,株式,スタンダード,情報・通信業,100,2013-07-16,
38020,エコミック,株式,スタンダード,情報・通信業,100,2020-04-28,
38030,イメージ情報開発,株式,グロース,情報・通信業,100,2013-07-16,
38040,システム　ディ,株式,スタンダード,情報・通信業,100,2013-07-16,
38070,フィスコ,株式,グロース,情報・通信業,100,2013-07-16,
38100,サイバーステップホールディングス,株式,スタンダード,情報・通信業,100,2006-07-05,
38140,アルファクス・フード・システム,株式,上場廃止,情報・通信業,100,2013-07-16,2025-09-06
38150,メディア工房,株式,グロース,情報・通信業,100,2006-09-15,
38160,大和コンピューター,株式,スタンダード,情報・通信業,100,2013-07-16,
38170,ＳＲＡホールディングス,株式,プライム,情報・通信業,100,2006-09-30,
38230,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,株式,スタンダード,情報・通信業,100,2006-10-19,
38250,リミックスポイント,株式,スタンダード,小売業,100,2006-12-01,
38260,システムインテグレータ,株式,スタンダード,情報・通信業,100,2006-12-04,
38340,朝日ネット,株式,プライム,情報・通信業,100,2006-12-26,
38350,ｅＢＡＳＥ,株式,プライム,情報・通信業,100,2013-07-16,
38360,アバントグループ,株式,プライム,情報・通信業,100,2013-07-16,
38370,アドソル日進,株式,プライム,情報・通信業,100,2013-07-16,
38390,ＯＤＫソリューションズ,株式,スタンダード,情報・通信業,100,2013-07-16,
38400,パス,株式,スタンダード,情報・通信業,100,2007-03-12,
38410,ジーダット,株式,スタンダード,情報・通信業,100,2013-07-16,
38420,ネクストジェン,株式,スタンダード,情報・通信業,100,2013-07-16,
38430,フリービット,株式,プライム,情報・通信業,100,2007-03-20,
38440,コムチュア,株式,プライム,情報・通信業,100,2012-11-16,
38450,アイフリークモバイル,株式,スタンダード,情報・通信業,100,2013-07-16,
38470,パシフィックシステム,株式,上場廃止,情報・通信業,100,2013-07-16,2025-11-26
38480,データ・アプリケーション,株式,スタンダード,情報・通信業,100,2013-07-16,
38500,エヌ・ティ・ティ・データ・イントラマート,株式,スタンダード,情報・通信業,100,2007-06-07,
38510,日本一ソフトウェア,株式,スタンダード,情報・通信業,100,2013-07-16,
38530,アステリア,株式,プライム,情報・通信業,100,2007-06-22,
38540,アイル,株式,プライム,情報・通信業,100,2013-07-16,
38560,Ａｂａｌａｎｃｅ,株式,スタンダード,電気機器,100,2007-09-19,
38580,ユビキタスＡＩ,株式,スタンダード,情報・通信業,100,2013-07-16,
38610,王子ホールディングス,株式,プライム,パルプ・紙,100,1949-12-16,
38630,日本製紙,株式,プライム,パルプ・紙,100,2013-04-01,
38640,三菱製紙,株式,プライム,パルプ・紙,100,1949-05-16,
38650,北越コーポレーション,株式,プライム,パルプ・紙,100,1949-05-16,
38770,中越パルプ工業,株式,プライム,パルプ・紙,100,1956-01-06,
38780,巴川コーポレーション,株式,スタンダード,化学,100,1961-08-28,
38800,大王製紙,株式,プライム,パルプ・紙,100,1988-02-17,
38910,ニッポン高度紙工業,株式,スタンダード,パルプ・紙,100,2013-07-16,
38920,岡山製紙,株式,スタンダード,パルプ・紙,100,2013-07-16,
38950,ハビックス,株式,スタンダード,パルプ・紙,100,2013-07-16,
38960,阿波製紙,株式,スタンダード,パルプ・紙,100,2012-10-23,
39000,クラウドワークス,株式,グロース,情報・通信業,100,2014-12-12,
39010,マークラインズ,株式,プライム,情報・通信業,100,2014-12-16,
